rank,symbol,company_name,industry,equity_capital,free_float_market_cap,weight,beta,r2,volatility,monthly_return,impact_cost,report_date,source_file
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6645694230.0,155717.26,1.64,1.11,0.24,1.39,13.37,0.02,2024-01-01,nifty50_jan24.csv
45,TATASTEEL,Tata Steel Ltd.,STEEL,12383825933.0,111116.35,1.17,1.24,0.33,1.73,-2.61,0.03,2024-01-01,nifty50_jan24.csv
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4880072285.0,83306.35,0.88,1.05,0.17,2.19,4.79,0.04,2024-01-01,nifty50_jan24.csv
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,154283.78,1.62,0.7,0.16,1.3,0.6,0.02,2024-01-01,nifty50_jan24.csv
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,27041.32,0.28,1.2,0.32,1.37,-8.44,0.03,2024-01-01,nifty50_jan24.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886866740.0,117407.14,1.24,0.84,0.21,1.51,-3.2,0.02,2024-01-01,nifty50_jan24.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10448471264.0,67445.14,0.71,1.17,0.31,2.0,1.45,0.03,2024-01-01,nifty50_jan24.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,86143.27,0.9,2.02,0.16,1.16,4.56,0.02,2024-02-01,nifty50_feb24.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,96983.76,1.01,1.49,0.18,1.47,9.34,0.03,2024-02-01,nifty50_feb24.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,61412.15,0.64,0.66,0.09,1.85,-3.96,0.02,2024-02-01,nifty50_feb24.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,127217.73,1.32,0.6,0.13,1.25,-4.6,0.02,2024-02-01,nifty50_feb24.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902.0,298375.24,3.1,0.93,0.22,1.52,0.69,0.02,2024-02-01,nifty50_feb24.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,89520.35,0.93,0.63,0.08,1.7,3.15,0.02,2024-02-01,nifty50_feb24.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154.0,180642.43,1.88,0.98,0.18,1.28,-5.36,0.02,2024-02-01,nifty50_feb24.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,86458.26,0.9,0.98,0.23,1.17,-2.06,0.03,2024-02-01,nifty50_feb24.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57635.74,0.6,0.93,0.11,3.42,20.21,0.08,2024-02-01,nifty50_feb24.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680.0,284185.19,2.96,0.65,0.14,1.19,-4.04,0.03,2024-02-01,nifty50_feb24.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,58602.0,0.61,0.54,0.1,1.26,-4.49,0.02,2024-02-01,nifty50_feb24.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796.0,77685.48,0.81,0.15,0.0,1.29,9.57,0.02,2024-02-01,nifty50_feb24.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,99576.75,1.04,1.09,0.15,2.63,7.52,0.04,2024-02-01,nifty50_feb24.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,44456.01,0.46,0.62,0.06,0.97,-4.95,0.03,2024-02-01,nifty50_feb24.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985.0,78228.64,0.81,0.51,0.07,1.02,4.95,0.02,2024-02-01,nifty50_feb24.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500.0,51913.31,0.54,0.94,0.15,1.72,-1.23,0.02,2024-02-01,nifty50_feb24.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,80803.78,0.84,1.0,0.28,1.97,0.75,0.02,2024-02-01,nifty50_feb24.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,176090.14,1.83,1.0,0.21,1.45,5.57,0.02,2024-02-01,nifty50_feb24.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7590490215.0,1054596.9,10.97,1.27,0.44,1.04,-4.04,0.02,2024-02-01,nifty50_feb24.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21506596160.0,61332.51,0.64,0.77,0.1,1.78,0.94,0.02,2024-02-01,nifty50_feb24.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399774306.0,57512.03,0.6,0.84,0.12,1.82,-4.22,0.02,2024-02-01,nifty50_feb24.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,73596.9,0.77,1.25,0.2,2.9,-13.03,0.02,2024-02-01,nifty50_feb24.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,215380.92,2.24,0.55,0.13,0.72,-2.79,0.02,2024-02-01,nifty50_feb24.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14028184004.0,738022.76,7.68,0.89,0.32,1.23,2.34,0.03,2024-02-01,nifty50_feb24.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12475608672.0,359887.63,3.74,0.76,0.2,1.32,-7.98,0.03,2024-02-01,nifty50_feb24.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7777321820.0,97501.56,1.01,1.21,0.24,1.44,-3.86,0.03,2024-02-01,nifty50_feb24.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20752177945.0,597477.62,6.22,1.25,0.26,1.18,0.78,0.02,2024-02-01,nifty50_feb24.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,76307.7,0.79,1.1,0.32,1.29,-2.27,0.03,2024-02-01,nifty50_feb24.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937658705.0,248479.83,2.58,1.03,0.33,1.15,-7.44,0.02,2024-02-01,nifty50_feb24.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295915763.0,48626.76,0.51,1.15,0.19,1.11,-2.71,0.03,2024-02-01,nifty50_feb24.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749096630.0,411085.2,4.28,0.9,0.2,1.43,-0.06,0.02,2024-02-01,nifty50_feb24.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,173015.65,1.8,1.1,0.21,2.02,17.01,0.02,2024-02-01,nifty50_feb24.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,149061.62,1.55,0.7,0.16,1.79,10.81,0.02,2024-02-01,nifty50_feb24.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,159455.86,1.66,1.05,0.21,1.66,5.7,0.03,2024-02-01,nifty50_feb24.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,92616.36,0.96,0.5,0.08,1.14,3.6,0.03,2024-02-01,nifty50_feb24.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,103191.0,1.07,1.09,0.2,1.98,4.9,0.02,2024-02-01,nifty50_feb24.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,128903.11,1.34,0.63,0.07,2.41,9.08,0.03,2024-02-01,nifty50_feb24.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656842410.0,988331.15,10.28,1.27,0.47,0.95,2.4,0.02,2024-02-01,nifty50_feb24.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10012402030.0,69951.4,0.73,0.95,0.22,1.43,10.81,0.04,2024-02-01,nifty50_feb24.csv
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,287089.59,2.99,1.18,0.31,1.83,16.8,0.02,2024-02-01,nifty50_feb24.csv
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,170371.38,1.77,0.39,0.06,1.06,11.24,0.02,2024-02-01,nifty50_feb24.csv
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,414860.05,4.32,0.86,0.21,1.53,7.32,0.02,2024-02-01,nifty50_feb24.csv
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,74838.79,0.78,0.8,0.17,1.19,6.44,0.03,2024-02-01,nifty50_feb24.csv
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6645694230.0,167340.57,1.74,1.09,0.22,1.53,7.46,0.02,2024-02-01,nifty50_feb24.csv
45,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,116048.12,1.21,1.25,0.34,1.57,3.6,0.03,2024-02-01,nifty50_feb24.csv
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4880072285.0,79570.95,0.83,1.09,0.19,1.34,-4.48,0.03,2024-02-01,nifty50_feb24.csv
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,151231.53,1.57,0.63,0.15,1.03,-1.98,0.02,2024-02-01,nifty50_feb24.csv
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,23621.55,0.25,1.23,0.28,2.8,-12.65,0.03,2024-02-01,nifty50_feb24.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886866740.0,114232.16,1.19,0.89,0.23,1.18,-2.7,0.02,2024-02-01,nifty50_feb24.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10448471264.0,73150.79,0.76,1.24,0.31,1.83,8.46,0.03,2024-02-01,nifty50_feb24.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,83828.04,0.85,1.64,0.14,2.46,-2.69,0.02,2024-03-01,nifty50_mar24.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,98551.8,1.0,1.44,0.19,2.27,1.62,0.03,2024-03-01,nifty50_mar24.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,63980.72,0.65,0.73,0.1,1.45,4.18,0.02,2024-03-01,nifty50_mar24.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,128338.03,1.3,0.65,0.16,0.72,0.88,0.02,2024-03-01,nifty50_mar24.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6171986594.0,297312.0,3.02,0.88,0.19,1.22,-2.6,0.02,2024-03-01,nifty50_mar24.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2831797560.0,103622.84,1.05,0.64,0.08,1.58,15.66,0.02,2024-03-01,nifty50_mar24.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640.0,201815.24,2.05,0.89,0.15,1.48,11.55,0.02,2024-03-01,nifty50_mar24.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,89173.31,0.91,0.84,0.17,1.52,3.14,0.03,2024-03-01,nifty50_mar24.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57497.35,0.58,1.21,0.16,2.27,-0.24,0.08,2024-03-01,nifty50_mar24.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28275435385.0,319600.64,3.25,0.64,0.13,1.38,9.37,0.03,2024-03-01,nifty50_mar24.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,57965.26,0.59,0.56,0.1,1.22,-1.09,0.02,2024-03-01,nifty50_mar24.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614730808.0,78558.07,0.8,0.22,0.01,1.53,1.12,0.02,2024-03-01,nifty50_mar24.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,98983.89,1.01,1.29,0.19,2.22,-0.6,0.04,2024-03-01,nifty50_mar24.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,43901.71,0.45,0.74,0.09,1.25,-1.25,0.03,2024-03-01,nifty50_mar24.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834091330.0,74989.26,0.76,0.48,0.05,1.42,-4.15,0.02,2024-03-01,nifty50_mar24.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273805630.0,55025.35,0.56,0.95,0.14,1.63,5.98,0.02,2024-03-01,nifty50_mar24.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452.0,84343.81,0.86,1.11,0.31,1.5,4.38,0.02,2024-03-01,nifty50_mar24.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,163358.43,1.66,0.92,0.17,1.26,-7.23,0.02,2024-03-01,nifty50_mar24.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7596624375.0,1088916.09,11.07,1.24,0.41,0.92,3.17,0.02,2024-03-01,nifty50_mar24.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21508620690.0,66750.18,0.68,0.69,0.08,1.11,8.82,0.02,2024-03-01,nifty50_mar24.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399843482.0,61365.88,0.62,0.91,0.13,1.8,6.68,0.02,2024-03-01,nifty50_mar24.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,81835.2,0.83,1.3,0.21,1.69,11.19,0.02,2024-03-01,nifty50_mar24.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,202171.29,2.05,0.63,0.17,0.94,-6.13,0.02,2024-03-01,nifty50_mar24.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14042931430.0,767656.85,7.8,0.82,0.28,0.9,3.91,0.03,2024-03-01,nifty50_mar24.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12481470212.0,379597.08,3.86,0.7,0.15,1.38,5.43,0.03,2024-03-01,nifty50_mar24.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7782848090.0,102737.49,1.04,1.15,0.23,1.58,5.3,0.03,2024-03-01,nifty50_mar24.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20753570950.0,534746.06,5.44,1.2,0.23,1.29,-10.51,0.02,2024-03-01,nifty50_mar24.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,79178.42,0.8,1.23,0.34,1.84,3.76,0.03,2024-03-01,nifty50_mar24.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9939474770.0,262654.6,2.67,1.02,0.31,0.98,5.69,0.02,2024-03-01,nifty50_mar24.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,296163369.0,45339.77,0.46,1.09,0.17,1.11,-6.84,0.03,2024-03-01,nifty50_mar24.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749259316.0,444961.3,4.52,1.05,0.24,1.57,8.23,0.02,2024-03-01,nifty50_mar24.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,183972.57,1.87,1.12,0.19,2.0,-0.57,0.02,2024-03-01,nifty50_mar24.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,166386.46,1.69,0.74,0.16,1.39,11.62,0.02,2024-03-01,nifty50_mar24.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,159550.88,1.62,1.23,0.24,2.16,0.06,0.03,2024-03-01,nifty50_mar24.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,93549.23,0.95,0.48,0.07,1.33,1.01,0.03,2024-03-01,nifty50_mar24.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,104536.46,1.06,1.21,0.21,2.03,1.3,0.02,2024-03-01,nifty50_mar24.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,126191.52,1.28,0.9,0.12,2.33,-2.1,0.03,2024-03-01,nifty50_mar24.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656904280.0,1005280.11,10.22,1.2,0.43,1.41,1.71,0.02,2024-03-01,nifty50_mar24.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10013767540.0,67604.2,0.69,0.93,0.2,1.3,-3.37,0.04,2024-03-01,nifty50_mar24.csv
40,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3757928100.0,65622.89,0.67,0.94,0.09,1.69,-3.23,0.0,2024-03-01,nifty50_mar24.csv
41,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,288720.57,2.93,1.07,0.26,1.38,0.57,0.02,2024-03-01,nifty50_mar24.csv
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,174970.9,1.78,0.51,0.08,1.21,2.7,0.02,2024-03-01,nifty50_mar24.csv
43,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,392694.19,3.99,0.84,0.18,1.38,-5.34,0.02,2024-03-01,nifty50_mar24.csv
44,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,68936.84,0.7,0.86,0.17,1.81,-7.89,0.03,2024-03-01,nifty50_mar24.csv
45,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6646503266.0,174864.18,1.78,1.09,0.2,2.01,4.48,0.02,2024-03-01,nifty50_mar24.csv
46,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,128406.81,1.31,1.47,0.36,2.87,10.65,0.03,2024-03-01,nifty50_mar24.csv
47,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4882835570.0,79225.47,0.81,1.23,0.26,0.9,-2.02,0.03,2024-03-01,nifty50_mar24.csv
48,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,158633.71,1.61,0.75,0.18,1.48,4.89,0.02,2024-03-01,nifty50_mar24.csv
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886902440.0,112579.38,1.14,0.95,0.25,1.12,-1.45,0.02,2024-03-01,nifty50_mar24.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10449985326.0,67730.01,0.69,1.26,0.29,1.39,-7.42,0.03,2024-03-01,nifty50_mar24.csv
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,80094.31,0.8,1.65,0.15,1.15,-4.45,0.01,2024-04-01,nifty50_apr24.csv
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,97306.91,0.98,1.39,0.18,1.06,-1.26,0.03,2024-04-01,nifty50_apr24.csv
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,59857.12,0.6,0.74,0.1,1.83,-6.45,0.02,2024-04-01,nifty50_apr24.csv
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,129652.18,1.3,0.69,0.18,0.87,1.02,0.02,2024-04-01,nifty50_apr24.csv
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6171986594.0,331012.28,3.32,1.01,0.24,1.75,11.33,0.02,2024-04-01,nifty50_apr24.csv
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2831797560.0,100853.34,1.01,0.5,0.05,1.42,-2.67,0.02,2024-04-01,nifty50_apr24.csv
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640.0,192854.34,1.94,0.97,0.16,2.17,-4.44,0.02,2024-04-01,nifty50_apr24.csv
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,87608.29,0.88,0.9,0.2,1.41,-1.76,0.03,2024-04-01,nifty50_apr24.csv
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57969.81,0.58,1.24,0.18,1.6,0.82,0.08,2024-04-01,nifty50_apr24.csv
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28275435385.0,343975.2,3.45,0.6,0.11,1.47,7.63,0.03,2024-04-01,nifty50_apr24.csv
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,56368.37,0.57,0.57,0.11,0.74,-2.75,0.02,2024-04-01,nifty50_apr24.csv
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614730808.0,73470.25,0.74,0.28,0.01,1.24,-6.48,0.02,2024-04-01,nifty50_apr24.csv
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,103589.92,1.04,1.3,0.19,1.38,4.65,0.04,2024-04-01,nifty50_apr24.csv
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,51000.55,0.51,0.67,0.09,1.42,16.17,0.03,2024-04-01,nifty50_apr24.csv
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834091330.0,75554.31,0.76,0.54,0.07,1.33,0.75,0.02,2024-04-01,nifty50_apr24.csv
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273805630.0,62939.7,0.63,0.97,0.15,1.47,14.38,0.02,2024-04-01,nifty50_apr24.csv
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452.0,88929.2,0.89,1.12,0.31,1.48,5.44,0.02,2024-04-01,nifty50_apr24.csv
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,144631.29,1.45,0.88,0.16,1.6,-11.46,0.02,2024-04-01,nifty50_apr24.csv
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7596624375.0,1143215.24,11.48,1.19,0.38,1.17,4.99,0.02,2024-04-01,nifty50_apr24.csv
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21508620690.0,61512.18,0.62,0.61,0.07,0.96,-7.85,0.02,2024-04-01,nifty50_apr24.csv
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399843482.0,59036.54,0.59,0.92,0.13,1.38,-3.8,0.02,2024-04-01,nifty50_apr24.csv
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,94126.91,0.94,1.25,0.2,1.31,15.02,0.02,2024-04-01,nifty50_apr24.csv
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,199144.54,2.0,0.64,0.19,0.72,-1.5,0.02,2024-04-01,nifty50_apr24.csv
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14042931430.0,807749.42,8.11,0.9,0.31,1.49,5.22,0.03,2024-04-01,nifty50_apr24.csv
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12481470212.0,386066.23,3.88,0.71,0.16,1.05,1.7,0.03,2024-04-01,nifty50_apr24.csv
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7782848090.0,100269.93,1.01,1.22,0.27,1.45,-2.4,0.03,2024-04-01,nifty50_apr24.csv
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20753570950.0,507081.55,5.09,1.13,0.24,1.1,-5.17,0.02,2024-04-01,nifty50_apr24.csv
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,84137.8,0.84,1.29,0.35,1.61,6.26,0.03,2024-04-01,nifty50_apr24.csv
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9939474770.0,238889.91,2.4,0.95,0.21,2.7,-9.05,0.02,2024-04-01,nifty50_apr24.csv
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,296163369.0,43209.76,0.43,0.91,0.14,1.3,-4.7,0.03,2024-04-01,nifty50_apr24.csv
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749259316.0,424911.5,4.27,1.05,0.25,1.2,-4.51,0.02,2024-04-01,nifty50_apr24.csv
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,206474.22,2.07,1.15,0.2,1.69,12.23,0.02,2024-04-01,nifty50_apr24.csv
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,169253.91,1.7,0.78,0.17,1.51,1.72,0.02,2024-04-01,nifty50_apr24.csv
34,NTPC,NTPC Ltd.,POWER,96966661340.0,172569.63,1.73,1.24,0.25,1.27,8.16,0.03,2024-04-01,nifty50_apr24.csv
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,89448.52,0.9,0.52,0.08,1.51,-4.38,0.03,2024-04-01,nifty50_apr24.csv
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,110308.29,1.11,1.17,0.2,1.68,5.52,0.02,2024-04-01,nifty50_apr24.csv
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,137561.98,1.38,0.91,0.13,1.11,9.01,0.03,2024-04-01,nifty50_apr24.csv
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656904280.0,992526.79,9.96,1.19,0.43,0.81,-1.27,0.02,2024-04-01,nifty50_apr24.csv
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10013767540.0,64733.75,0.65,0.94,0.21,1.1,-4.25,0.04,2024-04-01,nifty50_apr24.csv
40,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3757928100.0,70959.38,0.71,1.05,0.12,1.63,8.13,0.0,2024-04-01,nifty50_apr24.csv
41,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,317080.31,3.18,1.16,0.3,1.64,9.82,0.02,2024-04-01,nifty50_apr24.csv
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,162181.85,1.63,0.56,0.1,1.4,-7.31,0.02,2024-04-01,nifty50_apr24.csv
43,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,387056.49,3.89,0.84,0.19,1.0,-1.44,0.02,2024-04-01,nifty50_apr24.csv
44,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,69700.91,0.7,0.8,0.14,1.83,1.11,0.03,2024-04-01,nifty50_apr24.csv
